age,education,day,month,y,duration
31,secondary,9,feb,no,190
33,tertiary,18,nov,no,432
57,tertiary,31,mar,no,684
60,secondary,6,jun,no,151
36,secondary,30,may,no,233
44,secondary,30,jul,no,149
32,secondary,20,nov,no,564
31,secondary,21,may,no,91
24,secondary,18,may,no,7
37,primary,8,may,no,143
49,tertiary,6,aug,no,72
32,secondary,4,feb,no,388
54,secondary,12,may,no,33
29,tertiary,27,feb,no,45
48,secondary,8,aug,no,149
36,secondary,15,may,yes,709
51,primary,17,apr,no,666
40,secondary,29,jan,no,121
32,tertiary,28,aug,no,27
60,secondary,7,oct,no,1386
36,secondary,29,may,no,179
49,secondary,22,aug,no,145
30,secondary,26,aug,no,191
39,secondary,7,may,no,183
48,secondary,5,jun,no,292
41,primary,19,jun,no,318
45,tertiary,28,jul,yes,365
42,tertiary,19,may,no,66
43,secondary,29,may,no,260
34,tertiary,30,apr,no,113
32,secondary,20,nov,no,418
55,secondary,17,jun,no,204
45,primary,4,feb,no,45
23,secondary,26,jul,yes,607
54,primary,18,nov,no,178
57,tertiary,8,aug,no,385
55,secondary,12,jun,no,331
31,secondary,10,jul,no,371
40,secondary,18,may,no,9
37,primary,13,may,no,24
28,tertiary,11,jun,no,222
39,tertiary,11,may,no,447
34,tertiary,9,jul,no,1156
21,secondary,3,jun,no,103
41,tertiary,14,jul,no,80
44,primary,18,jun,yes,2093
32,tertiary,16,may,no,91
43,secondary,31,jul,no,214
29,secondary,18,may,yes,1340
32,tertiary,10,may,no,269
40,tertiary,5,may,no,159
40,tertiary,21,nov,no,661
47,secondary,12,feb,yes,171
46,secondary,8,jul,no,491
41,tertiary,9,jul,no,294
35,secondary,18,nov,no,59
37,tertiary,21,apr,no,47
34,secondary,22,aug,no,259
29,tertiary,12,may,no,214
59,tertiary,11,jun,no,96
55,tertiary,31,aug,no,81
35,tertiary,18,nov,no,150
37,primary,8,aug,no,148
38,tertiary,5,jun,no,76
32,secondary,25,oct,yes,226
51,secondary,20,nov,no,640
57,primary,8,may,no,323
31,secondary,9,may,no,156
29,secondary,2,feb,no,99
38,secondary,9,jun,no,221
29,secondary,12,may,no,820
36,secondary,11,may,no,94
41,primary,21,nov,yes,549
67,primary,26,may,yes,283
37,secondary,2,feb,no,247
35,secondary,13,may,no,214
46,secondary,18,aug,yes,528
52,primary,20,jun,no,212
43,tertiary,22,jul,yes,942
55,secondary,27,aug,no,281
32,secondary,17,apr,no,598
44,unknown,13,may,no,443
32,tertiary,20,may,no,102
28,tertiary,4,jun,no,174
36,secondary,8,jul,no,121
28,secondary,26,may,yes,236
46,tertiary,7,aug,no,94
51,secondary,14,may,no,411
19,primary,27,mar,yes,271
48,secondary,5,feb,no,109
42,secondary,29,jul,no,32
48,secondary,28,jan,no,228
27,secondary,13,may,no,805
53,tertiary,8,aug,no,133
42,secondary,10,jul,no,210
31,tertiary,7,jul,yes,284
54,secondary,5,feb,no,8
56,secondary,6,jun,no,181
33,tertiary,20,nov,no,105
35,secondary,15,mar,yes,427
39,primary,20,nov,no,39
40,secondary,7,may,no,184
42,secondary,7,may,yes,787
49,secondary,12,aug,no,428
47,primary,19,jun,no,191
49,primary,3,jun,no,45
35,secondary,12,jun,no,40
38,secondary,13,may,no,66
56,secondary,28,jul,no,341
35,secondary,20,apr,no,25
57,secondary,7,may,no,852
31,secondary,19,nov,no,347
30,primary,24,jul,no,259
47,secondary,4,jun,no,163
46,secondary,16,apr,no,201
32,tertiary,9,may,no,230
49,tertiary,18,nov,yes,924
45,secondary,12,aug,no,114
37,primary,15,may,no,25
86,secondary,18,mar,no,165
60,primary,30,jul,no,130
42,secondary,17,nov,no,188
29,secondary,21,apr,yes,158
56,secondary,14,may,no,65
34,secondary,24,jul,no,71
49,tertiary,22,aug,no,379
64,primary,25,nov,no,237
28,secondary,9,feb,no,16
45,secondary,24,jul,no,144
49,secondary,8,may,no,285
57,tertiary,19,apr,yes,1143
73,tertiary,14,jul,yes,169
33,tertiary,29,apr,yes,1241
30,tertiary,30,apr,no,243
54,primary,21,nov,no,312
43,secondary,17,mar,yes,220
43,tertiary,11,may,yes,1514
54,tertiary,18,aug,no,1126
30,tertiary,8,aug,no,147
60,secondary,4,jun,no,235
32,secondary,28,may,no,386
54,tertiary,5,apr,yes,280
31,tertiary,19,aug,no,156
35,secondary,16,apr,no,472
41,secondary,14,may,no,353
61,secondary,10,mar,yes,239
50,secondary,24,sep,yes,395
38,tertiary,16,jun,no,325
52,primary,16,sep,yes,292
37,tertiary,14,sep,no,161
42,primary,20,apr,no,82
39,secondary,7,may,yes,877
44,secondary,3,jun,no,171
45,secondary,20,apr,no,1010
27,tertiary,31,jul,no,52
27,tertiary,29,jan,no,186
40,secondary,23,jul,no,145
52,tertiary,30,may,no,255
44,secondary,21,dec,no,116
42,tertiary,18,nov,no,67
51,primary,15,may,no,415
34,tertiary,7,may,no,46
41,secondary,18,nov,no,425
50,primary,16,jun,no,349
35,secondary,1,apr,no,295
32,secondary,8,may,no,117
31,tertiary,27,aug,no,33
34,tertiary,11,may,no,15
35,tertiary,2,jun,yes,230
71,unknown,7,jul,yes,276
55,secondary,30,jan,no,89
27,secondary,18,may,no,113
60,secondary,29,oct,no,167
81,secondary,16,dec,yes,443
46,primary,20,apr,no,277
31,primary,19,may,no,488
26,tertiary,1,jul,yes,261
40,secondary,15,may,no,13
29,primary,4,jun,no,135
48,primary,18,nov,no,79
57,tertiary,28,aug,no,260
45,secondary,15,may,no,14
51,tertiary,17,nov,no,233
62,primary,14,oct,no,80
44,unknown,21,nov,no,200
31,tertiary,19,aug,no,37
50,secondary,14,jul,no,130
24,secondary,15,sep,yes,216
59,unknown,29,jan,no,645
40,secondary,17,nov,no,205
32,secondary,26,may,no,916
52,secondary,4,jun,no,80
56,secondary,17,jun,no,173
39,unknown,6,jun,no,126
43,unknown,20,jun,no,273
23,secondary,16,sep,no,267
29,tertiary,4,may,no,535
43,secondary,30,jul,no,335
53,tertiary,29,jan,no,140
33,tertiary,27,feb,yes,165
29,tertiary,29,jan,no,90
35,tertiary,7,sep,yes,497
44,tertiary,19,nov,no,85
26,unknown,4,may,no,399
51,primary,26,aug,no,26
32,tertiary,17,jul,no,151
35,secondary,14,aug,no,137
43,secondary,12,may,no,315
44,secondary,18,nov,no,143
27,tertiary,22,jul,no,662
24,secondary,6,may,no,404
35,tertiary,23,may,yes,736
32,secondary,14,may,no,297
44,tertiary,7,jul,no,96
46,primary,10,jul,no,90
45,secondary,8,may,no,209
52,secondary,17,jul,yes,753
31,secondary,11,jul,no,196
35,secondary,18,jul,no,377
41,secondary,29,jan,no,58
36,primary,18,may,no,9
29,secondary,1,feb,no,200
51,secondary,1,jul,no,58
37,secondary,22,aug,no,99
27,tertiary,11,may,no,105
28,secondary,4,jun,no,102
32,primary,18,may,no,24
56,secondary,23,jul,no,335
38,tertiary,6,aug,no,89
41,tertiary,9,feb,no,107
29,secondary,26,may,no,161
30,secondary,2,jun,no,212
39,secondary,3,jun,no,116
36,tertiary,6,aug,no,91
61,tertiary,10,mar,yes,106
50,secondary,6,aug,no,101
33,secondary,21,may,no,726
42,tertiary,29,may,no,221
28,tertiary,7,jul,no,94
31,secondary,19,nov,no,214
54,secondary,3,feb,no,125
35,tertiary,1,oct,no,86
37,secondary,6,jun,no,94
36,tertiary,29,may,no,116
30,secondary,18,may,no,142
33,tertiary,23,may,no,290
36,tertiary,2,jun,no,409
48,secondary,28,jul,no,240
32,unknown,14,may,no,362
60,secondary,5,jun,no,185
44,tertiary,13,may,no,129
38,tertiary,2,jun,no,253
33,primary,18,may,no,18
29,secondary,25,may,no,128
50,secondary,4,aug,no,679
40,secondary,7,may,no,266
75,secondary,12,nov,no,124
31,secondary,21,nov,no,16
28,secondary,19,may,no,123
59,secondary,10,jul,no,60
50,primary,20,aug,no,584
26,secondary,12,may,no,57
24,secondary,13,may,no,106
35,unknown,2,jun,no,59
35,primary,13,may,no,326
46,primary,4,aug,no,174
36,primary,5,may,no,286
38,secondary,2,feb,no,159
46,secondary,7,may,no,60
46,primary,12,may,no,118
29,secondary,3,jun,no,177
40,tertiary,6,aug,no,433
57,primary,9,jun,no,233
48,secondary,6,aug,no,127
29,secondary,18,dec,no,454
36,secondary,13,nov,yes,193
33,tertiary,14,jul,no,231
22,secondary,22,mar,yes,254
43,secondary,28,jul,no,68
34,secondary,14,may,no,330
53,secondary,5,mar,yes,90
33,secondary,8,jul,no,42
31,secondary,8,aug,no,189
31,tertiary,10,nov,yes,318
48,tertiary,7,aug,no,126
53,secondary,15,may,no,178
27,secondary,9,may,no,1713
70,tertiary,2,feb,no,579
53,tertiary,8,jun,no,139
56,secondary,12,jun,no,71
50,tertiary,16,may,no,788
32,secondary,26,may,no,202
33,tertiary,21,may,no,152
35,secondary,8,aug,no,46
56,unknown,19,aug,no,130
27,secondary,8,jul,no,606
41,tertiary,2,feb,no,437
41,primary,17,apr,no,165
44,tertiary,26,may,no,127
37,secondary,26,may,no,175
49,secondary,31,jul,no,9
26,secondary,6,may,no,595
35,tertiary,1,sep,yes,238
52,secondary,31,jul,no,58
28,secondary,28,jul,no,96
29,tertiary,4,aug,no,453
31,secondary,20,nov,no,294
61,primary,12,nov,no,150
31,tertiary,17,nov,no,578
26,tertiary,14,jun,yes,563
50,secondary,19,nov,no,47
35,secondary,6,may,no,207
34,tertiary,19,nov,no,377
48,unknown,9,jun,no,66
37,tertiary,21,aug,no,176
48,unknown,2,sep,yes,1440
45,secondary,8,jul,no,216
48,secondary,17,jun,no,214
49,primary,8,may,no,96
32,secondary,13,may,no,11
60,secondary,15,may,no,80
28,secondary,12,may,no,345
41,secondary,11,may,no,86
46,primary,8,apr,no,139
51,secondary,15,may,no,285
39,secondary,9,may,no,211
54,unknown,27,oct,no,521
48,secondary,18,may,no,7
39,secondary,15,may,no,135
40,secondary,20,apr,no,44
50,secondary,23,jul,no,73
31,tertiary,12,may,yes,609
53,secondary,5,may,no,176
43,secondary,5,jun,no,168
38,tertiary,27,aug,no,86
36,secondary,16,jun,no,559
55,tertiary,19,nov,no,277
38,primary,17,jun,no,132
50,secondary,6,feb,no,68
32,tertiary,12,aug,no,58
36,unknown,18,jun,no,359
48,tertiary,6,aug,no,290
27,secondary,19,may,no,65
50,secondary,6,may,no,354
35,secondary,9,sep,no,105
42,secondary,30,jan,no,183
37,secondary,12,may,no,146
43,secondary,5,feb,no,169
26,secondary,16,jul,no,157
34,secondary,22,jul,no,532
26,secondary,4,aug,no,92
33,secondary,29,aug,no,57
31,tertiary,20,may,no,253
46,tertiary,27,aug,no,121
30,secondary,25,feb,yes,217
33,tertiary,20,apr,no,170
46,primary,23,jul,no,379
51,tertiary,7,jul,no,152
49,secondary,14,aug,no,189
49,primary,10,jul,no,139
34,secondary,8,may,no,134
28,tertiary,2,jul,no,281
26,secondary,30,jul,no,95
53,secondary,5,aug,yes,794
55,tertiary,7,may,no,161
45,secondary,9,may,no,131
35,secondary,24,sep,yes,173
37,primary,5,may,no,108
33,tertiary,12,aug,no,72
53,primary,9,jun,no,422
36,secondary,6,may,no,544
32,tertiary,14,jul,no,86
64,primary,16,feb,no,65
32,secondary,18,may,no,8
66,secondary,18,jan,yes,353
31,secondary,26,may,no,150
28,secondary,4,feb,no,220
30,unknown,30,apr,no,296
28,secondary,4,jun,no,237
56,secondary,6,aug,no,159
44,secondary,6,apr,no,122
39,primary,3,feb,yes,906
61,secondary,9,jun,no,182
34,tertiary,17,apr,no,115
54,primary,11,jul,no,159
64,tertiary,5,mar,yes,341
56,primary,9,jun,no,84
27,secondary,16,may,no,131
37,secondary,2,jun,yes,395
27,secondary,15,may,no,50
42,tertiary,10,jul,no,563
39,secondary,10,jul,no,29
28,tertiary,11,jul,no,16
27,secondary,20,apr,no,282
41,secondary,18,aug,no,296
44,tertiary,14,aug,no,41
43,secondary,3,jun,yes,1025
43,secondary,20,jun,no,26
34,secondary,20,aug,no,46
38,tertiary,18,may,no,15
47,secondary,28,jan,no,270
47,secondary,26,may,no,379
49,primary,29,jul,no,53
56,primary,9,apr,no,126
33,secondary,28,may,no,96
41,secondary,6,apr,no,232
33,tertiary,28,aug,no,13
54,tertiary,18,nov,yes,1034
32,secondary,19,may,no,260
50,primary,11,may,no,503
28,secondary,8,sep,no,233
50,secondary,4,jun,no,143
35,primary,2,jun,no,71
60,secondary,31,jul,no,8
30,secondary,18,may,no,170
40,unknown,7,may,no,311
46,secondary,14,jul,no,18
70,secondary,22,oct,no,334
34,tertiary,25,may,no,170
27,secondary,3,jun,no,194
34,tertiary,26,feb,no,180
82,unknown,22,apr,no,195
82,secondary,12,aug,no,150
27,primary,23,jul,no,213
33,secondary,18,may,no,16
35,unknown,5,may,no,163
36,secondary,28,jul,no,141
30,tertiary,14,aug,no,80
32,unknown,26,may,no,112
38,secondary,20,may,no,90
45,secondary,22,aug,no,192
29,tertiary,29,jul,no,95
51,tertiary,21,jul,yes,553
44,primary,8,may,no,249
28,tertiary,10,aug,no,89
51,secondary,10,jul,no,122
42,primary,8,may,no,17
56,primary,8,jul,no,212
42,secondary,11,may,no,173
31,tertiary,27,feb,yes,172
38,secondary,3,apr,no,187
26,secondary,3,feb,no,246
39,secondary,20,nov,no,80
40,tertiary,4,feb,no,264
47,secondary,8,aug,no,194
57,secondary,20,may,no,480
31,secondary,19,may,no,182
35,tertiary,2,jun,no,101
29,secondary,4,jul,no,840
54,primary,19,may,no,312
30,secondary,12,may,no,326
45,primary,10,jul,no,164
46,secondary,26,aug,no,241
43,secondary,31,jul,no,244
29,secondary,28,may,no,565
34,secondary,13,may,no,109
33,secondary,25,jul,yes,735
36,tertiary,22,aug,no,85
26,secondary,30,jul,no,84
37,primary,21,may,no,233
34,tertiary,2,jun,no,83
66,secondary,12,feb,no,388
57,primary,5,aug,no,238
27,tertiary,23,jul,no,123
60,tertiary,15,may,yes,730
25,secondary,8,jul,yes,687
22,secondary,4,jun,no,525
54,secondary,12,may,no,391
41,tertiary,29,aug,no,59
48,secondary,11,jun,no,389
59,primary,19,nov,no,207
60,unknown,13,aug,no,106
40,primary,13,may,no,363
25,secondary,12,may,no,24
52,secondary,7,jul,no,277
33,secondary,19,nov,no,163
34,secondary,29,jan,no,27
30,primary,19,may,no,122
45,tertiary,5,aug,no,297
28,secondary,9,feb,no,379
52,secondary,24,feb,no,116
32,tertiary,20,apr,no,63
82,primary,15,mar,yes,506
31,secondary,21,nov,no,290
59,primary,16,jun,no,39
41,secondary,8,may,no,546
36,tertiary,20,jun,no,11
45,secondary,20,apr,no,384
42,secondary,2,jun,yes,271
29,tertiary,30,apr,yes,645
80,primary,28,jan,yes,151
43,tertiary,6,aug,yes,501
26,secondary,4,jun,no,279
38,secondary,28,may,no,170
41,secondary,2,feb,no,108
32,secondary,6,may,no,147
32,secondary,15,may,yes,744
43,secondary,30,jul,no,67
44,primary,23,jul,no,952
35,tertiary,15,jan,no,78
38,unknown,7,may,no,249
41,tertiary,19,may,no,110
33,secondary,13,may,no,25
31,tertiary,30,apr,no,107
20,tertiary,27,may,no,15
27,secondary,27,may,no,165
32,secondary,18,may,no,110
42,secondary,5,may,no,48
35,secondary,17,jul,no,287
55,secondary,13,oct,no,306
38,secondary,17,nov,no,88
37,secondary,29,jan,no,404
50,unknown,17,apr,no,300
32,tertiary,29,aug,no,131
38,tertiary,17,apr,no,140
45,secondary,25,jul,no,98
29,secondary,28,may,no,279
33,tertiary,20,nov,no,92
53,tertiary,14,may,no,521
48,secondary,13,aug,no,158
41,secondary,20,jun,no,267
38,tertiary,21,nov,no,160
38,secondary,19,may,no,144
42,secondary,25,jan,no,146
49,tertiary,2,feb,no,559
43,tertiary,15,jun,yes,181
38,tertiary,5,aug,no,176
48,secondary,16,jul,no,128
45,secondary,28,aug,no,88
35,secondary,14,may,no,186
34,unknown,16,nov,yes,295
34,tertiary,14,may,no,159
32,primary,23,may,no,297
38,tertiary,22,aug,no,82
49,secondary,11,may,no,217
33,primary,21,may,no,57
33,tertiary,16,apr,no,297
52,secondary,6,may,no,78
34,tertiary,21,jul,no,589
37,secondary,9,may,no,217
49,secondary,21,may,no,206
58,secondary,13,may,yes,336
41,primary,4,feb,no,149
33,secondary,21,nov,no,58
29,secondary,4,feb,no,197
31,tertiary,16,apr,no,302
40,tertiary,25,mar,yes,506
31,secondary,11,jul,no,172
34,secondary,22,aug,no,177
34,secondary,17,apr,no,321
54,secondary,28,may,no,404
38,tertiary,20,nov,no,80
46,secondary,5,may,no,85
37,primary,4,feb,no,430
54,tertiary,28,jan,no,515
41,primary,8,jul,no,117
30,secondary,10,jul,no,119
54,tertiary,27,may,no,183
47,secondary,7,may,no,46
46,secondary,5,jun,yes,174
24,primary,7,may,no,203
53,secondary,7,aug,no,201
30,tertiary,2,jul,no,218
35,tertiary,6,apr,no,129
44,tertiary,27,oct,yes,418
35,primary,21,nov,yes,1555
60,primary,7,jul,no,1434
59,primary,7,may,no,66
49,primary,15,may,no,82
42,secondary,21,aug,no,656
42,secondary,19,may,no,112
56,tertiary,17,jun,no,75
24,secondary,27,oct,yes,184
34,secondary,21,oct,yes,339
48,primary,17,apr,no,1064
63,secondary,2,sep,no,173
36,tertiary,21,aug,no,63
46,secondary,31,jul,no,87
29,secondary,10,mar,no,217
60,secondary,15,may,no,230
42,secondary,16,apr,yes,127
56,secondary,19,jun,no,330
33,tertiary,29,jan,no,537
61,unknown,2,feb,no,324
38,secondary,20,may,no,369
35,tertiary,22,jul,no,160
35,primary,13,may,yes,850
54,secondary,25,may,yes,352
51,tertiary,14,oct,yes,491
34,secondary,13,may,no,151
54,primary,17,nov,no,206
40,primary,19,may,no,792
45,tertiary,27,aug,no,144
53,primary,23,jul,no,173
60,primary,28,jan,no,326
37,secondary,31,jul,no,187
30,tertiary,30,dec,no,146
43,primary,27,may,no,112
27,secondary,20,apr,no,401
58,tertiary,20,jun,no,22
32,secondary,9,may,no,278
36,secondary,18,nov,no,97
49,tertiary,17,oct,yes,223
49,primary,14,jul,no,171
26,tertiary,28,jan,no,104
35,secondary,30,jul,no,409
43,primary,10,jul,no,279
24,secondary,15,may,no,224
32,tertiary,26,may,no,61
50,tertiary,11,jul,no,184
45,secondary,24,jul,no,828
23,secondary,14,may,no,502
29,tertiary,18,may,no,1434
51,tertiary,21,aug,no,189
44,secondary,12,may,no,244
28,secondary,12,may,no,646
53,tertiary,11,aug,no,73
41,tertiary,30,may,no,87
42,tertiary,24,jul,no,58
36,primary,12,may,no,63
58,tertiary,22,jul,no,85
32,secondary,16,apr,no,383
61,primary,13,may,no,118
38,tertiary,15,may,no,67
31,secondary,20,nov,no,93
31,secondary,20,apr,no,159
44,unknown,31,jul,no,297
33,secondary,7,may,no,127
38,secondary,12,aug,no,251
39,secondary,8,may,no,104
38,tertiary,17,may,yes,272
33,secondary,18,nov,no,77
56,unknown,13,aug,no,900
52,secondary,25,aug,no,228
30,tertiary,11,aug,no,370
47,unknown,19,may,no,79
53,secondary,20,jun,no,100
47,primary,14,jul,no,457
28,secondary,15,may,yes,536
44,secondary,14,may,no,158
33,secondary,21,aug,no,224
28,tertiary,3,feb,no,329
38,tertiary,6,may,no,218
30,tertiary,3,jun,no,198
64,tertiary,21,dec,yes,367
47,tertiary,17,apr,no,145
32,primary,26,may,no,188
41,tertiary,15,may,no,229
31,secondary,15,may,no,166
26,secondary,15,may,no,439
64,tertiary,29,oct,yes,164
33,secondary,23,jul,no,85
39,secondary,10,sep,no,315
44,unknown,6,jun,no,355
39,tertiary,21,nov,no,408
54,secondary,3,mar,yes,143
45,secondary,13,may,no,171
39,tertiary,20,aug,no,170
37,secondary,16,may,yes,1187
49,unknown,18,jun,no,16
55,secondary,18,aug,no,43
30,tertiary,19,aug,no,292
42,secondary,19,aug,no,347
45,secondary,6,may,no,507
35,tertiary,22,aug,no,73
57,tertiary,21,nov,no,55
29,unknown,1,jul,no,161
48,tertiary,24,feb,no,104
29,primary,30,may,no,322
34,tertiary,13,may,yes,649
29,secondary,21,apr,yes,274
35,primary,12,may,yes,826
29,secondary,13,may,no,240
42,tertiary,5,jun,no,517
39,secondary,14,aug,no,133
55,primary,19,jun,no,55
29,secondary,1,jul,no,12
35,tertiary,7,aug,no,642
52,secondary,30,apr,yes,244
39,secondary,23,may,no,55
44,secondary,20,jun,no,75
30,secondary,8,jul,no,82
52,unknown,17,nov,no,171
41,unknown,23,jul,no,137
41,secondary,31,jul,no,15
37,tertiary,29,may,no,219
51,tertiary,1,sep,yes,181
52,secondary,18,jun,no,1062
31,primary,20,apr,no,93
34,secondary,30,apr,yes,246
39,tertiary,16,jun,no,104
24,secondary,18,may,no,50
54,tertiary,11,may,no,346
55,tertiary,30,may,no,234
31,tertiary,20,apr,no,152
31,unknown,18,may,no,180
37,primary,7,may,no,228
42,secondary,13,may,no,190
26,secondary,3,jun,no,239
51,secondary,8,may,no,74
38,tertiary,16,jun,yes,605
34,secondary,5,may,no,291
42,unknown,21,nov,no,34
32,tertiary,8,aug,no,31
42,secondary,29,jul,no,10
29,primary,7,jul,no,256
49,secondary,18,aug,no,157
34,secondary,21,jul,no,101
40,primary,5,may,no,136
32,secondary,12,may,no,549
52,tertiary,30,may,no,159
70,unknown,10,mar,no,152
38,tertiary,4,dec,no,18
50,secondary,14,may,no,109
52,secondary,5,feb,no,140
47,secondary,21,jul,no,251
60,tertiary,26,may,yes,1346
44,secondary,11,may,no,128
32,secondary,19,aug,no,190
38,secondary,8,may,no,101
27,secondary,18,may,no,179
36,primary,23,may,no,154
36,primary,9,jul,no,39
40,primary,15,may,yes,880
40,primary,5,feb,no,675
74,secondary,17,feb,yes,127
41,secondary,3,jun,no,157
34,secondary,7,may,yes,1806
28,tertiary,27,may,no,89
53,secondary,5,jun,no,160
34,secondary,8,may,no,325
31,primary,27,jun,no,135
38,secondary,30,sep,yes,234
43,secondary,11,jun,no,76
34,secondary,8,jul,no,86
51,secondary,28,may,no,191
55,secondary,17,nov,no,762
51,secondary,30,may,no,475
33,tertiary,26,mar,yes,288
48,tertiary,15,sep,yes,150
38,secondary,7,may,no,309
23,secondary,28,may,no,44
36,primary,5,may,yes,1240
58,secondary,17,nov,no,907
27,secondary,22,jul,no,203
34,secondary,4,may,no,370
34,tertiary,13,may,no,248
52,secondary,14,may,yes,942
32,secondary,13,may,no,423
46,tertiary,29,jan,no,150
38,tertiary,14,jul,no,84
29,tertiary,22,apr,no,79
43,tertiary,8,may,no,123
54,primary,8,jul,no,1027
33,tertiary,8,aug,no,183
26,secondary,21,may,no,339
33,secondary,7,jul,no,227
72,tertiary,1,jul,yes,260
26,secondary,30,oct,yes,217
44,secondary,22,aug,no,148
33,secondary,8,may,no,205
38,tertiary,17,jun,no,193
40,secondary,7,jul,no,122
39,primary,20,nov,yes,543
42,secondary,29,may,no,128
38,secondary,21,may,no,91
25,secondary,30,apr,yes,664
56,secondary,14,apr,no,115
36,tertiary,4,aug,no,89
29,secondary,4,may,yes,640
36,secondary,15,may,no,200
27,secondary,18,jul,no,240
38,secondary,31,jul,no,37
30,secondary,25,jul,no,524
38,secondary,13,aug,no,187
33,secondary,29,aug,no,462
59,tertiary,26,oct,no,151
31,secondary,26,may,yes,91
30,secondary,27,may,no,166
32,tertiary,24,jul,no,577
37,tertiary,9,jul,no,80
43,primary,13,may,no,119
27,secondary,7,may,no,458
37,secondary,4,jun,no,106
33,secondary,9,may,no,557
29,secondary,6,may,no,138
59,secondary,24,jul,no,129
55,primary,8,jul,no,124
40,secondary,9,jul,no,161
42,secondary,16,jul,no,400
46,secondary,7,apr,no,837
57,secondary,20,may,no,352
29,secondary,20,may,no,119
56,tertiary,4,feb,no,70
43,tertiary,28,jan,no,74
42,primary,19,nov,no,73
39,secondary,15,apr,no,417
37,secondary,17,jun,no,144
39,secondary,26,may,no,289
54,secondary,30,apr,yes,258
57,secondary,18,aug,no,119
59,tertiary,10,aug,yes,252
32,secondary,25,jul,no,273
31,tertiary,15,may,no,50
49,secondary,14,may,no,257
44,tertiary,9,jul,no,160
30,tertiary,12,aug,yes,796
45,tertiary,11,aug,no,52
64,primary,3,nov,no,195
44,tertiary,5,jun,yes,462
29,tertiary,18,may,yes,373
57,secondary,9,jul,no,98
34,tertiary,11,aug,no,383
34,secondary,24,mar,yes,132
59,tertiary,20,nov,no,470
43,secondary,30,apr,no,488
31,tertiary,21,may,no,389
53,primary,9,jun,no,104
32,secondary,17,apr,no,163
34,tertiary,20,apr,no,243
29,secondary,28,jul,no,108
35,secondary,8,apr,no,462
36,secondary,30,jul,no,266
44,tertiary,21,nov,no,123
37,secondary,20,apr,no,430
26,secondary,8,jul,no,240
40,tertiary,18,nov,no,219
50,tertiary,16,oct,yes,170
42,primary,12,may,no,62
35,unknown,3,jul,no,85
31,primary,7,may,no,159
36,tertiary,22,may,no,566
42,secondary,8,may,no,288
27,secondary,30,jul,no,192
26,tertiary,22,jul,no,611
57,primary,30,jul,no,185
32,primary,21,may,no,530
50,secondary,14,aug,no,118
47,secondary,6,may,no,92
55,unknown,20,jun,no,8
44,secondary,28,jan,no,255
30,secondary,21,nov,no,49
44,tertiary,9,jun,no,125
35,secondary,23,may,no,250
49,secondary,30,apr,yes,252
34,tertiary,11,aug,no,382
52,primary,20,jun,no,114
43,secondary,1,jul,no,110
33,tertiary,11,jul,no,203
34,tertiary,11,aug,no,36
35,secondary,20,may,no,81
58,unknown,21,jul,no,78
26,unknown,29,jan,no,177
51,secondary,28,jul,no,231
40,tertiary,16,may,no,22
34,secondary,30,may,no,184
40,secondary,28,may,no,143
51,secondary,15,may,no,99
34,secondary,20,apr,no,374
40,secondary,11,may,no,154
59,secondary,27,may,no,224
58,secondary,21,may,no,134
33,secondary,20,apr,no,250
57,secondary,3,jun,no,393
46,tertiary,13,nov,no,180
40,secondary,15,may,no,53
33,secondary,18,nov,no,41
35,tertiary,21,aug,no,269
30,tertiary,27,aug,no,51
65,secondary,18,aug,no,363
40,secondary,26,may,no,125
44,primary,21,may,no,362
46,secondary,18,nov,no,111
44,tertiary,20,aug,no,175
35,secondary,9,jul,no,277
54,secondary,3,jun,no,242
32,secondary,11,aug,no,255
49,secondary,8,may,no,134
36,secondary,31,jul,no,474
38,secondary,19,aug,yes,195
32,tertiary,9,feb,no,172
38,secondary,10,jul,no,370
29,unknown,15,jul,no,65
51,primary,12,may,no,100
43,primary,11,may,no,457
53,secondary,21,nov,no,322
57,secondary,29,jan,no,52
45,tertiary,16,jul,no,192
36,secondary,4,may,yes,643
76,primary,9,feb,no,68
36,secondary,5,mar,yes,498
29,secondary,20,apr,no,399
36,tertiary,26,may,no,80
59,primary,15,apr,no,85
48,secondary,13,aug,no,62
39,secondary,8,may,no,142
42,secondary,24,jul,no,256
56,secondary,9,jul,no,170
46,tertiary,20,jun,no,375
38,tertiary,3,feb,yes,239
46,secondary,7,may,no,489
51,secondary,6,may,no,136
29,secondary,28,jul,no,54
31,tertiary,18,may,no,175
52,tertiary,28,aug,no,165
48,tertiary,17,jul,no,186
45,secondary,16,may,no,656
36,tertiary,29,jul,no,858
45,secondary,20,jun,no,145
29,secondary,15,jul,no,169
70,tertiary,1,oct,no,90
41,secondary,17,jun,no,145
43,primary,20,may,no,37
60,secondary,5,jun,no,124
48,secondary,11,aug,no,135
82,tertiary,16,feb,no,223
28,tertiary,15,may,yes,885
41,tertiary,19,nov,no,635
42,secondary,3,feb,no,198
42,unknown,17,jun,no,158
32,tertiary,20,apr,no,18
36,secondary,14,aug,no,153
38,secondary,26,aug,no,700
45,secondary,5,jun,no,22
28,secondary,23,may,no,79
34,tertiary,6,nov,no,26
32,secondary,21,nov,no,164
30,secondary,9,may,no,136
49,secondary,15,may,no,354
31,secondary,28,aug,no,52
29,secondary,15,may,no,431
57,primary,4,jun,no,235
44,tertiary,8,aug,no,126
